CLA_PERDED	CLA_EMPRESA	CLA_GPO_EXPERDED	NOM_PERDED	TIPO_PERDED	STATUS	CLASIFICACION	FORMULA	EXENCION	TOPE_EXEN	TOPE	EXEN_IMSS	APLICA	ESBASE_IMSS	ESBASE_NOMINA	ESBASE_INFON	ESBASE_PTU	TRATA_FISCAL	NOM_NOR	NOM_AGUI	NOM_PTU	NOM_FIN	NOM_ESP	NOM_VAC	ALTERNAR	FORMULA_SQL	EXENCION_SQL	TOPE_EXEN_SQL	TOPE_SQL	EXEN_IMSS_SQL	ORDEN	APLICA_TODO_PUE	APLICA_TODA_UBI	APLICA_TODO_PER	IMPRIME_UNIDAD	TEXTO_UNIDAD	PERMITE_NEGATIVOS	PERMITE_CEROS	AVANZADO_WHERE_SQL	ES_EXTERNO	FUENTE_EXTERNA	TRUNCAR	REDONDEO	DECIMALES	NO_IMPRIMIR	NO_AFECTAR_NETO	GRUPO_CAL1	GRUPO_CAL2	GRUPO_CAL3	GRUPO_CAL4	ES_NETO	FECHA_ULT_CAMBIO	LLEVA_HISTO	ESBASE_ISPT	CLA_PERDED_ACUM	ES_BASE_FAHORRO	DETALLAR_PERDED	MOSTRAR_SALDO	LLEVA_ACUM	NOM_CORTO	ESBASE_IMSS_FIJO	DIAS_FIJO	EVA_MASIVA	ES_PROVISION	CLASIF_DEC_SUELDOS	PREVISION_SOCIAL	CLA_GPO_EXCLUSION	TOPE_EXCLUSION	TOPE_EXCLUSION_SQL	EXCLUSION_SQL	EXCLUSION	SALDAR_EN_FIQ	FOR_MONTO	FOR_MONTO_SQL	CALC_ISR_PARCIAL	APLICA_RETROACTIVO	CLA_PERDED_RETROACTIVO	WHERE_SQL_RETRO	FORMULA_SQL_RETRO	TOPE_SQL_RETRO	TIPO_CALC_RETRO	CLA_PERDED_RETRO_NEG	REDONDEO_MONTO	DECIMALES_MONTO	PORC_INCREM_PROMO	NO_APLICAR_PROYECCION	APLICA_SALDO_VALES	CEILING	TIPO_PERDED_FORTIA	TIPO_PERDED_SAT	CONSERVAR_MOV	DEDUCCION_GRAVADA	EN_ESPECIE	CLA_METODO_PAGO	TIPO_HORA_EXTRA_SAT	TIPO_OTRO_PAGO_SAT	ORIGEN_RECURSO_SAT
1	4	0	SALARIO NORMAL                	10	A	0	#SUELDOCIA					I	0	0	0	1	1	1	0	0	1	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)"					1	0	0	0	1		1	1		0	NULL	0	0	0	0	0	1	0	100	60	0	30/03/2017 21:56	1	1	0	0	1	0	1	DLABS	1	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
2	4	0	DESCANSO SEMANAL              	10	A	0	#DESC/#DESCSANT					T	0	0	0	1	1	1	0	0	1	1	0	0	"dbo.ffn_descanso_sem(t2.cla_empresa, t2.cla_trab, t2.cla_periodo, t2.num_nomina ) / dbo.fn_dias_descanso(t2.cla_empresa, t2.cla_trab, t2.cla_periodo, t2.num_nomina )"					9	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	30/03/2017 22:01	1	1	0	0	0	0	0	DES S	1	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0	#DESCSANT	"dbo.fn_dias_descanso(t2.cla_empresa, t2.cla_trab, t2.cla_periodo, t2.num_nomina )"	0	0	0				0	0	1	2	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
3	4	0	MEDIA HORA TURNO              	10	A	2	#HORAT					I	1	0	0	0	1	1	0	0	0	0	0	0	"dbo.FFN_R_IMPORTE_HT_IPA (t2.cla_empresa, t2.cla_trab,t1.folio_nom, t1.cla_perded, t1.cla_periodo,t1.num_nomina,t1.cla_tab_sue,t1.niv_tab_sue, t1.cla_turno,t1.fecha_mov)"					8	0	0	0	1	HT	0	0		0	NULL	0	0	0	0	0	0	88	0	0	0	30/03/2017 22:01	1	0	0	0	1	0	0	MHRT 	0	0	1	0	4	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	1	2	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
4	4	0	MEDIA HORA DE ALIMENTOS       	10	A	2	#MHALIM					I	1	0	0	0	1	1	0	0	0	0	0	0	"dbo.FFN_R_IMPORTE_MHA_IPA (t2.cla_empresa, t2.cla_trab,t1.folio_nom, t1.cla_perded, t1.cla_periodo,t1.num_nomina,t1.cla_tab_sue,t1.niv_tab_sue, t1.cla_turno,t1.fecha_mov)"					8	0	0	0	1	HA	1	0	AND T1.CLA_TURNO <> 4	0	NULL	0	0	0	0	0	0	88	0	0	0	30/03/2017 22:03	1	0	0	0	1	0	0	M ALI	0	0	1	0	4	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
5	4	0	DOMINGO TRABAJADO OBR         	10	A	19	#SUELDOCIA * 2	#EXENDESC				I	0	1	0	0	1	1	0	0	1	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*2"	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5.0)"				5	0	0	0	0		0	0		0	NULL	0	0	0	0	0	5	88	6	20	0	31/03/2017 18:58	1	1	0	0	1	0	0	DOTRA	0	0	1	0	4	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
6	4	0	PRIMA DOMINICAL OBR           	10	A	1	(#SUELDOCIA * 2) * (.125)	IMP_MOV * #EXDOMIN				I	0	1	0	0	1	1	0	0	0	0	0	0	"(dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*2)*(.125)"	"t1.EVA_FOR_SQL*dbo.ffn_EXEPRIMA (t2.cla_empresa, t2.cla_trab, t2.cla_periodo, t2.num_nomina ,t2.uma)"				6	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	88	7	0	0	31/03/2017 18:30	1	1	0	0	1	0	0	PDOM 	0	0	1	0	6	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	20	0	0	0	3	NULL	NULL	1
7	4	0	SABADO TRABAJADO              	10	A	19	#SUELDOCIA*2	#EXENDESC				I	0	1	0	0	1	1	0	0	1	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*2"	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5.0)"				4	0	0	0	1	Dias	0	0		0	NULL	0	0	0	0	0	123	88	100	0	0	22/11/2013 12:57	1	1	0	0	1	0	0	SATRA	0	0	1	0	4	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	16	0	NULL	NULL	NULL	NULL	NULL	NULL
8	4	0	PRIMA SABATINA OB             	10	A	19	#SUELDOCIA * (.40)	#EXENDESC				I	0	1	0	0	1	1	0	0	1	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*(.40)"	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5.0)"				5	0	0	0	1	40%	0	0		0	NULL	0	0	0	0	0	0	88	100	0	0	22/11/2013 13:05	1	1	0	0	1	0	0	PSAB 	0	0	1	0	6	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	16	0	NULL	NULL	NULL	NULL	NULL	NULL
9	4	0	EMBARQUE DE AZUCAR REPARACION 	10	A	0	1					I	1	0	0	0	1	1	0	0	0	0	0	0	1					3	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	31/03/2017 18:13	1	1	0	0	0	0	0	EM AR	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	38	NULL	0	0	3	NULL	NULL	1
10	4	0	ESTIMULO                      	10	A	0	1					I	1	0	0	0	1	1	0	0	0	0	0	0	1					10	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	31/03/2017 18:14	1	1	0	0	0	0	0	e    	0	0	1	0	28	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	38	NULL	0	0	3	NULL	NULL	1
11	4	0	COMISION SINDICAL             	10	A	0	1					I	1	0	0	1	1	1	0	0	0	0	0	0	1					8	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	31/03/2017 18:31	1	1	0	0	0	0	0	COM  	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
12	4	0	TURNO ADICIONAL               	10	A	2	@C5058	#EXENDESC				T	0	0	0	0	1	1	0	0	0	0	0	0	@C5058	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5.0)"				4	0	0	0	0		0	0		0	NULL	0	0	0	0	0	123	88	0	0	0	31/03/2017 18:59	1	1	0	0	0	0	0	T ADI	0	0	1	0	4	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
13	4	0	ART 98 C. LEY                 	10	A	0	@C1013 + @C1014					T	1	0	0	0	1	1	0	0	0	0	0	0	@C1013+@C1014					7	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	31/03/2017 18:19	1	1	0	0	1	0	0	ART98	0	0	1	0	28	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	38	0	0	0	3	NULL	NULL	1
15	4	0	RETROACTIVO UNICO EXT.        	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					15	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/11/2013 11:44	1	0	0	0	0	0	0	r    	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	4	0	PREMIO POR ASISTENCIA         	10	A	1	#PAGPRE					I	0	1	0	0	1	1	0	0	0	0	0	0	"dbo.ffn_recupera_val_premio (t2.cla_empresa, t2.cla_trab,t2.cla_periodo, t2.num_nomina,t1.cla_turno,t1.cla_tab_sue,t1.niv_tab_sue)"					1	0	0	0	1	DIAS	1	0		0	NULL	0	0	0	0	0	0	0	100	0	0	31/03/2017 18:32	1	1	0	0	1	0	0	PASIS	0	0	1	0	14	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	10	0	0	0	3	NULL	NULL	1
17	4	0	PREMIO POR PUNTUALIDAD        	10	A	1	#PAGPRE					I	0	1	0	0	1	1	0	0	0	0	0	0	"dbo.ffn_recupera_val_premio (t2.cla_empresa, t2.cla_trab,t2.cla_periodo, t2.num_nomina,t1.cla_turno,t1.cla_tab_sue,t1.niv_tab_sue)"					1	0	0	0	1	DIAS	1	0		0	NULL	0	0	0	0	0	0	0	100	0	0	31/03/2017 18:32	1	1	0	0	1	0	0	PPUNT	0	0	1	0	14	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	10	0	0	0	3	NULL	NULL	1
18	4	0	FESTIVO LEY                   	10	A	0	@C5018 + @C6018					T	0	1	0	1	1	1	0	0	0	0	0	0	@C5018+@C6018					7	0	0	0	1	Dias	1	0		0	NULL	0	0	0	0	0	0	0	0	0	0	30/03/2017 22:03	1	1	0	0	1	0	1	FTRAB	1	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
19	4	0	FESTIVO TRABAJADO             	10	A	19	#SUELDOCIA * 2	#EXENDESC				I	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*2"	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5.0)"				5	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	88	6	0	0	31/03/2017 19:02	1	1	0	0	0	0	0	FTEMP	0	0	1	0	4	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
20	4	0	VACACIONES ZAFRA              	10	A	8	#ACUM/MONTO_MOV					I	0	0	0	0	3	0	0	0	1	0	1	0	t1.acum/t1.MONTO					20	0	0	0	1	DIAS	1	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/06/2014 09:55	1	1	0	0	1	0	0	VACAC	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL
21	4	0	VACACIONES DE REPARACION      	10	A	8	#ACUM/MONTO_MOV					I	0	0	0	0	3	0	0	0	1	0	1	0	t1.acum/t1.MONTO					21	0	0	0	1	DIAS	0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/06/2014 09:54	1	1	0	0	0	0	0	VACAC	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL
22	4	0	PRIMA VACACIONAL ZAFRA        	10	A	12	@C5022	#EX15DIAS				T	0	0	0	0	3	0	0	0	1	0	1	0	@C5022	"dbo.fn_Exencion15DiasDesc(t1.CLA_EMPRESA,t1.CLA_TRAB,t1.CLA_PERIODO,t1.FOLIO_NOM,t1.CLA_PERDED,t1.FOL_AUTO)"				22	0	0	0	0		0	0	"AND T1.CLA_TRAB NOT IN (2302,2814,4579,9100,9125,9139,9147,9161,9191,9194,9221,9224,9232,9234,9236,9244,9245,9247,9248,9250,9291,9293,9294,9295,9456,9622,9665,9695,9716,9728,9737,9755)"	0	NULL	0	0	0	0	0	0	0	0	0	0	23/06/2014 09:54	1	1	0	0	1	0	0	PRIMA	0	0	1	0	5	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	0	21	0	0	NULL	NULL	NULL	NULL	NULL
23	4	0	PRIMA VACACIONES REP.         	10	A	12	@C5023	#EX15DIAS				T	0	0	0	0	3	0	0	0	1	0	1	0	@C5023	"dbo.fn_Exencion15DiasDesc(t1.CLA_EMPRESA,t1.CLA_TRAB,t1.CLA_PERIODO,t1.FOLIO_NOM,t1.CLA_PERDED,t1.FOL_AUTO)"				23	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	27/03/2014 16:45	1	1	0	0	1	0	0	PRIMA	0	0	1	0	5	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	0	21	0	0	NULL	NULL	NULL	NULL	NULL
24	4	0	PRIMA DE PRODUCCION           	10	A	0	1					I	1	0	0	0	1	1	0	0	0	0	0	0	1					23	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	31/03/2017 18:15	1	1	0	0	0	0	0	PRIMA	0	0	1	0	28	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	38	NULL	0	0	3	NULL	NULL	1
25	4	0	BONO DE PRODUCTIVIDAD         	10	A	0	1					I	0	0	0	0	1	0	0	0	0	1	0	0	1					25	0	0	0	0		0	0	 	0	NULL	0	0	0	0	0	0	0	0	0	0	07/07/2016 07:59	1	1	0	0	0	0	1	BONO 	0	0	1	0	28	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	14	0	NULL	NULL	NULL	NULL	NULL	NULL
26	4	0	COMPENSACION BODEGA           	10	A	0	1					I	1	0	0	0	1	1	0	0	0	0	0	0	1					3	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	31/03/2017 18:15	1	1	0	0	0	0	0	C BOD	0	0	1	0	28	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	38	NULL	0	0	3	NULL	NULL	1
27	4	1	PTU                           	10	A	18	1	15* SAL_MIN				I	0	0	0	0	3	1	0	1	0	1	0	0	1	15*t2.SAL_MIN_ZONA				27	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	04/07/2014 20:39	1	1	0	0	0	0	0	PTU  	0	0	1	0	7	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	3	0	NULL	NULL	NULL	NULL	NULL	NULL
28	4	0	BONO DE PREVICION SOCIAL      	10	A	0	1	IMP_MOV				I	0	0	0	0	1	1	0	0	0	0	0	0	1	t1.EVA_FOR_SQL				28	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/12/2014 11:48	1	0	0	0	0	0	0	SEGV 	0	0	1	0	15	1	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	14	0	NULL	NULL	NULL	NULL	NULL	NULL
29	4	0	SEGURO DE VIDA                	10	A	0	1	IMP_MOV				I	0	0	0	0	1	0	0	0	0	1	0	0	1	t1.EVA_FOR_SQL				8	0	0	0	0		0	0	 	0	NULL	0	0	0	0	0	0	0	0	0	0	30/12/2015 14:53	1	1	0	0	0	0	0	SEGV 	0	0	1	0	15	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	0	11	0	0	NULL	NULL	NULL	NULL	NULL
30	4	0	DESPENSA                      	10	A	0	1	#EXEDESPEN				I	0	0	0	0	1	1	0	0	0	1	0	0	1	"dbo.ffn_EXEDESP (t1.cla_empresa , t1.cla_trab , t1.cla_periodo ,t1.num_nomina)"				7	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	31/03/2017 18:10	1	1	0	0	1	0	0	DESPE	0	0	1	0	11	1	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	29	0	0	0	5	NULL	NULL	1
31	4	0	GASTOS MEDICOS MAYORES        	10	A	59	1	IMP_MOV				I	0	0	0	0	1	1	0	0	0	1	0	0	1	t1.EVA_FOR_SQL				8	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	29/12/2014 12:46	1	1	0	0	0	0	0	GTOS 	0	0	1	0	16	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	0	12	0	0	NULL	NULL	NULL	NULL	NULL
32	4	0	VAC ZAF ANTIG                 	10	A	8	1					I	1	0	0	0	1	1	0	0	0	0	1	0	1					20	0	0	0	1	DIAS	0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/06/2014 09:55	1	1	0	0	1	0	0	VACAC	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
33	4	0	PRIMA VAC ZAF ANTIG           	10	A	12	1	7.5 * SAL_MIN				I	1	0	0	0	1	0	0	0	1	0	1	0	1	7.5*t2.SAL_MIN_ZONA				22	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/06/2014 09:54	1	1	0	0	0	0	0	PRIMA	0	0	1	0	5	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	0	21	NULL	0	NULL	NULL	NULL	NULL	NULL
34	4	0	TRANSPORTE                    	10	A	17	1	IMP_MOV				I	0	0	0	0	1	0	0	0	0	1	0	0	1	t1.EVA_FOR_SQL				8	0	0	0	0		0	0	 	0	NULL	0	0	0	0	0	0	0	0	0	0	31/12/2014 08:23	1	1	0	0	0	0	0	TRANS	0	0	1	0	23	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	0	36	0	0	NULL	NULL	NULL	NULL	NULL
35	4	0	DOTACION DE AZUCAR            	10	A	0	#ACUM/MONTO_MOV	IMP_MOV				I	0	0	0	0	1	0	0	0	0	1	0	0	t1.acum/t1.MONTO	t1.EVA_FOR_SQL				12	0	0	0	1	KGS	0	0	 	0	NULL	0	0	0	0	0	0	0	0	0	0	26/05/2015 08:31	1	1	0	0	0	0	0	DOTAZ	0	0	1	0	0	1	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	0	16	0	0	NULL	NULL	NULL	NULL	NULL
36	4	0	VAC ANTIG ZAF                 	10	A	8	#ACUM/MONTO_MOV	NULL	NULL	NULL	NULL	I	0	0	0	0	3	1	0	0	1	0	1	0	t1.acum/t1.MONTO	NULL	NULL	NULL	NULL	20	0	0	0	1	DIAS	1	0	NULL	0	NULL	0	0	0	0	0	0	0	0	0	0	14/06/2015 12:49	1	1	0	0	1	0	0	V A Z	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL
37	4	0	VAC ANTIG REP                 	10	A	8	#ACUM/MONTO_MOV	NULL	NULL	NULL	NULL	I	0	0	0	0	3	0	0	0	1	0	1	0	t1.acum/t1.MONTO	NULL	NULL	NULL	NULL	21	0	0	0	1	DIAS	0	0	NULL	0	NULL	0	0	0	0	0	0	0	0	0	0	14/06/2015 12:49	1	1	0	0	0	0	0	V A R	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL
38	4	0	PRIM ANT ZAF                  	10	A	12	@C5038	#EX15DIAS				T	0	0	0	0	3	0	0	0	1	0	1	0	@C5038	"dbo.fn_Exencion15DiasDesc(t1.CLA_EMPRESA,t1.CLA_TRAB,t1.CLA_PERIODO,t1.FOLIO_NOM,t1.CLA_PERDED,t1.FOL_AUTO)"				38	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	14/06/2015 12:50	1	1	0	0	1	0	0	P A Z	0	0	1	0	5	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	21	0	NULL	NULL	NULL	NULL	NULL	NULL
39	4	0	PRIM ANTIG REP                	10	A	12	@C5039	#EX15DIAS				T	0	0	0	0	3	0	0	0	1	0	1	0	@C5039	"dbo.fn_Exencion15DiasDesc(t1.CLA_EMPRESA,t1.CLA_TRAB,t1.CLA_PERIODO,t1.FOLIO_NOM,t1.CLA_PERDED,t1.FOL_AUTO)"				39	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	14/06/2015 12:50	1	1	0	0	1	0	0	P A R	0	0	1	0	5	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	21	0	NULL	NULL	NULL	NULL	NULL	NULL
41	4	0	VAC.REPARACION                	10	A	0	1					I	1	0	0	1	1	1	0	0	0	0	1	0	1					41	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/11/2013 11:51	1	0	0	0	0	0	0	VAC.R	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
42	4	0	VAC.ZAF                       	10	A	0	1					I	1	0	0	1	1	1	0	0	0	0	1	0	1					10	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/11/2013 11:52	1	1	0	0	0	0	0	VAC.Z	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL
43	4	0	DESTAJOS                      	10	A	1	1					I	1	1	0	1	1	1	0	0	0	0	1	0	1					10	0	0	0	0		1	1		0	NULL	0	0	0	0	0	1	0	100	60	0	31/03/2017 18:48	1	1	0	0	1	0	1	PRIMA	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
44	4	0	PRIMA VACACIONAL REP          	10	A	0	1					I	1	0	0	0	1	1	0	0	0	0	0	0	1					13	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/11/2013 11:52	1	1	0	0	0	0	0	PRIMA	0	0	1	0	5	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	18	NULL	NULL	NULL	NULL	NULL	NULL	NULL
45	4	0	PRIMA VACACIONAL ZAFRA        	10	A	0	1					I	1	0	0	0	1	1	0	0	0	0	0	0	1					45	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	23/11/2013 11:52	1	1	0	0	0	0	0	PRIMA	0	0	1	0	5	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	18	NULL	NULL	NULL	NULL	NULL	NULL	NULL
46	4	0	RENTA DE CASA                 	10	A	0	NULL	NULL	NULL	NULL	NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	1800	0	0	0	0		0	0	NULL	0	NULL	0	0	0	0	0	0	0	0	0	0	15/03/2017 11:53	1	0	0	0	0	0	0	RENTA	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
49	4	0	PROG. DE REHABILITACION       	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					49	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	31/03/2017 18:50	1	1	0	0	0	0	0	pr   	0	0	1	0	28	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	1	0	0	0	3	NULL	NULL	1
