CLA_PERDED	CLA_EMPRESA	CLA_GPO_EXPERDED	NOM_PERDED	TIPO_PERDED	STATUS	CLASIFICACION	FORMULA	EXENCION	TOPE_EXEN	TOPE	EXEN_IMSS	APLICA	ESBASE_IMSS	ESBASE_NOMINA	ESBASE_INFON	ESBASE_PTU	TRATA_FISCAL	NOM_NOR	NOM_AGUI	NOM_PTU	NOM_FIN	NOM_ESP	NOM_VAC	ALTERNAR	FORMULA_SQL	EXENCION_SQL	TOPE_EXEN_SQL	TOPE_SQL	EXEN_IMSS_SQL	ORDEN	APLICA_TODO_PUE	APLICA_TODA_UBI	APLICA_TODO_PER	IMPRIME_UNIDAD	TEXTO_UNIDAD	PERMITE_NEGATIVOS	PERMITE_CEROS	AVANZADO_WHERE_SQL	ES_EXTERNO	FUENTE_EXTERNA	TRUNCAR	REDONDEO	DECIMALES	NO_IMPRIMIR	NO_AFECTAR_NETO	GRUPO_CAL1	GRUPO_CAL2	GRUPO_CAL3	GRUPO_CAL4	ES_NETO	FECHA_ULT_CAMBIO	LLEVA_HISTO	ESBASE_ISPT	CLA_PERDED_ACUM	ES_BASE_FAHORRO	DETALLAR_PERDED	MOSTRAR_SALDO	LLEVA_ACUM	NOM_CORTO	ESBASE_IMSS_FIJO	DIAS_FIJO	EVA_MASIVA	ES_PROVISION	CLASIF_DEC_SUELDOS	PREVISION_SOCIAL	CLA_GPO_EXCLUSION	TOPE_EXCLUSION	TOPE_EXCLUSION_SQL	EXCLUSION_SQL	EXCLUSION	SALDAR_EN_FIQ	FOR_MONTO	FOR_MONTO_SQL	CALC_ISR_PARCIAL	APLICA_RETROACTIVO	CLA_PERDED_RETROACTIVO	WHERE_SQL_RETRO	FORMULA_SQL_RETRO	TOPE_SQL_RETRO	TIPO_CALC_RETRO	CLA_PERDED_RETRO_NEG	REDONDEO_MONTO	DECIMALES_MONTO	PORC_INCREM_PROMO	NO_APLICAR_PROYECCION	APLICA_SALDO_VALES	CEILING	TIPO_PERDED_FORTIA	TIPO_PERDED_SAT	CONSERVAR_MOV	DEDUCCION_GRAVADA	EN_ESPECIE	CLA_METODO_PAGO	TIPO_HORA_EXTRA_SAT	TIPO_OTRO_PAGO_SAT	ORIGEN_RECURSO_SAT
1050	4	0	TIEMPO EXTRA DOBLE            	10	A	2	IMP_MOV/ MONTO_MOV	IMPEXENHRS			IMPNOINTHR	I	0	1	0	0	1	1	0	0	0	0	0	0	t1.EVA_FOR_SQL/t1.MONTO	t1.EVA_EXE_SQL			t1.EVA_IMSS_SQL	10	0	0	0	1	HRS	0	0		0	NULL	0	0	0	0	0	0	0	3	0	0	09/02/2012 10:31	1	1	0	0	0	0	0	TEXDO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL
1051	4	0	TIEMPO EXTRA EMP              	10	B	2	@C1052 + @C1053	#EXENHED				T	0	0	0	0	1	1	0	0	0	0	0	0	@C1052+@C1053	"dbo.INGTAMA_EXEN_HED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.MONTO,T1.FOL_aUTO,T1.FOL_MOV_NOMINA,T1.FOLIO_NOM)"				1051	0	0	0	0		0	0	"AND T2.CLA_CLASIFICACION IN (7,17,8,18)"	0	NULL	0	0	0	0	0	0	0	100	0	0	21/01/2012 11:13	1	1	0	0	0	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL
1052	4	0	TIEMPO EXT EMP MOV            	10	B	0	(SUE_DIA/(#HRJOR)) * 2					I	0	0	0	0	1	1	0	0	0	0	0	0	"(t2.SUE_DIA/(dbo.Hrs_Jor(T1.CLA_EMPRESA,T1.CLA_TURNO)))*2"					1050	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	100	0	0	08/02/2012 18:14	1	0	0	0	0	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#HRSDOBLES	"dbo.INGTAMA_MONTO_HED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.MONTO,T1.FOL_aUTO,T1.FOL_MOV_NOMINA,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1053	4	0	TIEMPO EXTRA EMP ROTA         	10	B	0	@C2041 / #HRSROTACI					T	0	0	0	0	1	1	0	0	0	0	0	0	"@C2041/dbo.INGTAMA_MONTO_HED_ROT(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.MONTO,T1.FOL_aUTO,T1.FOL_MOV_NOMINA,T1.FOLIO_NOM)"					1049	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	100	0	0	08/02/2012 18:18	1	0	0	0	0	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#HRSROTACI	"dbo.INGTAMA_MONTO_HED_ROT(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.MONTO,T1.FOL_aUTO,T1.FOL_MOV_NOMINA,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1059	4	0	AYUDA FAM ZAF1                	10	A	0	#ACUM / MONTO_MOV					I	0	0	0	0	1	0	0	0	0	1	0	0	t1.acum/t1.MONTO					10	0	0	0	1		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	11/04/2014 20:18	0	0	0	0	1	0	0	AYFMZ	0	0	1	0	0	1	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1060	4	0	AYUDA FAM ZAFRA2              	10	A	0	#ACUM / MONTO_MOV					I	0	0	0	0	1	0	0	0	0	1	0	0	t1.acum/t1.MONTO					10	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	11/04/2014 20:19	0	0	0	0	1	0	0	AYFZ2	0	0	1	0	0	1	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1070	4	0	CONTRATOS Y CONVENIOS         	10	A	0	#IMPORTECO					T	0	1	0	0	1	1	0	0	1	0	0	0	"dbo.spf_Agrupa_Importe_Contratos(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.FOLIO_NOM,T1.CLA_TURNO,T1.CLA_TAB_SUE,T1.CLA_DEPTO)"					60	0	0	0	0		0	0		0	NULL	0	0	0	0	0	8	0	100	70	0	22/10/2012 12:37	1	1	0	0	0	0	0	CONTR	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1071	4	0	CONTRATOS                     	10	A	0	@C1070 + @C1072					T	0	0	0	0	1	1	0	0	0	0	0	0	@C1070+@C1072					1071	0	0	1	0		0	0		0	NULL	0	0	0	1	1	0	0	100	71	0	25/01/2012 14:08	1	0	0	0	0	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1072	4	0	CONTRATOS EMP                 	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					2	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	03/02/2012 11:46	1	1	0	0	0	0	0	     	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1080	4	0	FESTIVO PAGADO                	10	A	19	#DESC					I	0	1	0	0	1	1	0	0	0	0	0	0	"dbo.ffn_descanso_1145 (t2.cla_empresa, t2.cla_trab, t2.cla_periodo, t2.num_nomina )"					3	0	0	0	1	Dias	0	0		0	NULL	0	0	0	0	0	4	0	6	0	0	01/08/2011 04:45	1	1	0	0	1	0	0	FPAG 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1081	4	0	PAGO ALIM. FEST.              	10	B	1	#ALIM.FEST * (@C1080/@C1080)					T	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.spf_AlimFest(t1.cla_empresa,t4.cla_turno,t1.fecha_aplica,t1.cla_tab_sue)*(@C1080/@C1080)"					4	0	0	0	1	Dias	0	0	"AND DBO.SPF_ESDIAFESTIVO(T1.CLA_EMPRESA,T1.FOLIO_NOM,T1.CLA_TRAB,T1.FECHA_APLICA) = 1"	0	NULL	0	0	0	0	1	7	0	100	0	0	04/08/2011 16:34	1	0	0	0	1	0	0	AFEST	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1082	4	0	ROTACION FEST.DESC.           	10	A	2	@C1080 / #ROTFEST	#EXENDESC			IMPNOINTHR	T	0	0	0	0	1	1	0	0	0	0	0	0	"@C1080/dbo.spf_RotacionFest(T2.CLA_EMPRESA,T2.CLA_TRAB,T4.NUM_NOMINA,T1.FECHA_APLICA)"	"dbo.spf_ExenDesc(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 5)"			t1.EVA_IMSS_SQL	4	0	0	0	1	Dias	0	0	"AND DBO.SPF_ESDIAFESTIVO(T1.CLA_EMPRESA,T1.FOLIO_NOM,T1.CLA_TRAB,T1.FECHA_APLICA) = 1 AND T4.CLA_TURNO IN (2,3)"	0	NULL	0	0	0	0	1	7	0	100	0	0	04/08/2011 17:59	1	0	0	0	1	0	0	ROTFT	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL
1150	4	0	PRIMA DOBLE                   	10	A	1	#PRIMAS					T	0	1	0	0	1	1	0	0	0	0	1	0	"dbo.spf_PagoPrima(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.FOLIO_NOM,T1.FECHA_APLICA,T1.REFERENCIA)"					11	0	0	0	0		0	0	"AND (DBO.SPF_ESDIAFESTIVO(T1.CLA_EMPRESA,T1.FOLIO_NOM,T1.CLA_TRAB,T1.FECHA_APLICA) = 1   OR DATEPART(DW,T4.FECHA_PAGO) = 7)"	0	NULL	0	0	0	0	0	0	0	14	1	0	24/10/2011 23:14	1	1	0	0	1	0	0	PDOBL	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1151	4	0	PRIMA DOBLE X DOBLETE         	10	A	0	#PRIMASDBL					T	0	1	0	0	1	1	0	0	0	0	0	0	"dbo.spf_PagoPrima_DOBLETE(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.FOLIO_NOM,T1.FECHA_APLICA,T1.REFERENCIA)"					6	0	0	0	0		0	0	"AND (DBO.SPF_ESDIAFESTIVO(T1.CLA_EMPRESA,T1.FOLIO_NOM,T1.CLA_TRAB,T1.FECHA_APLICA) = 1   OR DATEPART(DW,T4.FECHA_PAGO) = 7)"	0	NULL	0	0	0	1	1	0	4	100	0	0	19/01/2012 22:33	1	0	0	0	1	0	0	PDXDB	0	0	1	0	1	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1161	4	0	PRIMAS X DOBLETE              	10	A	0	#PRIMASDBL					T	0	1	0	0	1	1	0	0	0	0	1	0	"dbo.spf_PagoPrima_DOBLETE(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.FOLIO_NOM,T1.FECHA_APLICA,T1.REFERENCIA)"					6	0	0	0	0		0	0	"AND DBO.SPF_ESDIAFESTIVO(T1.CLA_EMPRESA,T1.FOLIO_NOM,T1.CLA_TRAB,T1.FECHA_APLICA) = 0 AND  DATEPART(DW,T4.FECHA_PAGO) != 7"	0	NULL	0	0	0	1	1	0	5	100	0	0	19/01/2012 22:35	1	0	0	0	1	0	0	PRIMA	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1170	4	0	SOBRE PRIMA                   	10	A	1	#SOBREPRIM					T	0	1	0	0	1	1	0	0	0	0	1	0	"dbo.spf_PagoSobrePrima(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.FOLIO_NOM,T1.FECHA_APLICA,T1.REFERENCIA)"					10	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	14	1	0	24/10/2011 14:30	1	1	0	0	1	0	0	SPRIM	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1171	4	0	SOBRE PRIMA X DOBLETE         	10	A	0	#SOBPRIDBT					T	0	1	0	0	1	1	0	0	0	0	0	0	"dbo.spf_PagoSobrePrima_DOBLETE(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.FOLIO_NOM,T1.FECHA_APLICA,T1.REFERENCIA)"					6	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	6	100	0	0	19/01/2012 22:37	1	0	0	0	1	0	0	SPRIM	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1180	4	0	PREMIO PRESENCIA FISICA       	10	A	1	#PRE					I	0	1	0	0	1	1	0	0	0	0	0	0	"dbo.ffn_premio_pun (t2.cla_empresa, t2.cla_trab, t2.cla_periodo, t2.num_nomina, t1.cla_perded, t1.cla_tab_sue, t1.niv_tab_sue )"					1	0	0	0	1	DIAS	0	1		0	NULL	0	0	0	0	0	0	0	100	0	0	02/12/2011 14:04	1	1	0	0	0	0	0	PPFIS	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	MONTO_MOV	t1.MONTO	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1190	4	0	VACACIONES OBRS.              	10	A	8	( #ACUMMON ) /  MONTO_MOV					I	0	1	0	0	1	1	0	0	0	1	1	0	(T1.ACUM)/t1.MONTO					1	0	0	0	0		0	1		0	NULL	0	0	0	0	0	0	0	8	20	0	26/02/2012 20:51	1	1	0	0	0	0	0	VACAC	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1195	4	0	VACACIONES DE PISO            	10	A	8	( #ACUMMON ) /  MONTO_MOV					I	0	0	0	0	1	1	0	0	0	1	1	0	(T1.ACUM)/t1.MONTO					3	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	10/09/2012 18:34	1	0	0	0	0	0	0	VPISO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1200	4	0	PRIMA VACACIONAL              	10	A	12	( #ACUMMON ) /  MONTO_MOV	#EXENPRIVA				I	0	1	0	0	1	1	0	0	0	1	0	0	(T1.ACUM)/t1.MONTO	"dbo.spf_ExenPrimaVac(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 15)"				1	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	9	20	0	19/12/2011 12:29	1	1	0	0	0	0	0	PVAC 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1205	4	0	PRIMA VACACIONAL PISO         	10	A	12	( #ACUMMON ) /  MONTO_MOV					I	0	0	0	0	1	1	0	0	0	1	1	0	(T1.ACUM)/t1.MONTO					3	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	10/09/2012 18:38	1	0	0	0	0	0	0	PVACP	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1210	4	0	AGUINALDO OBREROS             	10	A	3	#ACUMMON /  MONTO_MOV	#EXENAGUI	30* SAL_MIN			I	0	1	0	0	1	0	1	0	1	1	0	0	T1.ACUM/t1.MONTO	"dbo.spf_ExenAguinaldo(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 30)"	30*t2.SAL_MIN_ZONA			1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	10	0	0	23/02/2012 02:17	1	1	0	0	0	0	0	AGUIN	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1215	4	0	AGUINALDO PISO                	10	A	0	#ACUMMON /  MONTO_MOV	#EXENAGUI	30 * SAL_MIN			I	0	0	0	0	1	1	1	0	0	1	0	0	T1.ACUM/t1.MONTO	"dbo.spf_ExenAguinaldo(t2.CLA_EMPRESA, t2.CLA_TRAB, t2.NUM_NOMINA, t2.FOLIO_NOM, t1.CLA_PERDED, t1.FOL_AUTO, t2.CLA_PERIODO, t1.FECHA_APLICA, 30)"	30*t2.SAL_MIN_ZONA			3	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	11/09/2012 10:28	1	0	0	0	0	0	0	APISO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1220	4	0	GRATIFICACION FIN DE ZAFRA OB 	10	A	0	#VACYPVAC	SAL_MIN * 30				I	0	1	0	0	1	0	0	0	0	1	0	0	"dbo.spf_VacyPVac(T2.CLA_EMPRESA,T2.CLA_TRAB,T2.NUM_NOMINA,T2.FOLIO_NOM,T1.CLA_PERDED,T1.FOL_AUTO,T2.CLA_PERIODO,T1.FECHA_APLICA,T2.SIND)"	t2.SAL_MIN_ZONA*30				101	0	0	0	1	DIAS	0	0	 	0	NULL	0	0	0	0	0	0	0	100	0	0	24/08/2011 12:42	1	1	0	0	0	0	0	GFZAF	0	0	1	0	0	1	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1230	4	0	SUBSIDIO ENFERMOS.            	10	B	0	#SUESUBSID * 0.50	IMP_MOV				I	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.fnSueldoSubsidio(T2.CLA_EMPRESA, T2.CLA_TRAB, T2.FOLIO_NOM, T1.FOL_AUTO_FALTA, T2.SIND)*0.50"	t1.EVA_FOR_SQL				10	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	01/08/2011 15:45	1	1	0	0	0	0	0	SENF 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1240	4	0	FIDEICOMISO SUPRIMIDO         	10	B	1	1	NULL	NULL	NULL	NULL	T	0	0	0	0	1	1	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	29/07/2011 14:07	1	0	0	0	0	0	0	FAHO 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1250	4	0	VALES DESPENSA OBREROS        	10	A	0	1	IMP_MOV			IMP_MOV	I	0	0	0	0	1	0	0	0	0	1	0	0	1	t1.EVA_FOR_SQL			t1.EVA_FOR_SQL	1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	10/01/2012 10:26	1	1	0	0	0	0	0	VDESP	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1255	4	0	DESPENSA                      	10	B	0	#IDESP					T	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.ffn_idespensa (t2.cla_empresa, t2.cla_trab, t2.cla_periodo, t2.num_nomina)"					4	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	05/12/2013 11:13	1	0	0	0	0	0	0	DESP 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1260	4	0	REPARTO AZUCAR A OBREROS      	50	A	1	1		NULL		NULL	I	0	0	0	0	1	1	0	0	0	1	0	0	1					10	0	0	1	0		0	0	AND T2.SIND = 1	0	NULL	0	0	0	0	0	0	0	100	0	0	21/12/2011 17:21	1	0	0	0	0	0	0	RAZU 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1270	4	0	AYUDA UTILES ESCOLARES OB     	10	A	0	#VACYPVAC					I	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.spf_VacyPVac(T2.CLA_EMPRESA,T2.CLA_TRAB,T2.NUM_NOMINA,T2.FOLIO_NOM,T1.CLA_PERDED,T1.FOL_AUTO,T2.CLA_PERIODO,T1.FECHA_APLICA,T2.SIND)"					100	0	0	0	1	DIAS	1	1		0	NULL	0	0	0	0	0	0	0	100	0	0	12/08/2011 10:16	1	0	0	0	0	0	0	GUTES	0	0	1	0	0	1	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1280	4	0	PTU                           	10	B	1	1	NULL	NULL	NULL	NULL	NULL	0	0	NULL	1	1	0	0	1	0	1	0	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	PTU  	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1290	4	0	RETROACTIVO                   	10	B	1	1	NULL	NULL	NULL	NULL	NULL	0	1	NULL	1	1	1	0	1	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	RETRO	NULL	NULL	1	0	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1300	4	0	RECREACION FAMILIAR           	10	A	0	#VACYPVAC					I	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.spf_VacyPVac(T2.CLA_EMPRESA,T2.CLA_TRAB,T2.NUM_NOMINA,T2.FOLIO_NOM,T1.CLA_PERDED,T1.FOL_AUTO,T2.CLA_PERIODO,T1.FECHA_APLICA,T2.SIND)"					1	0	0	0	1	DIAS	0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	16/08/2011 13:14	1	0	0	0	0	0	0	RFAM 	0	0	1	0	0	1	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1320	4	0	BONO DE PRODUCTIVIDAD OBREROS 	10	A	0	1					I	0	1	0	0	3	0	0	0	0	1	0	0	1					1	0	0	0	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	10/01/2012 17:17	1	1	0	0	0	0	0	BONOP	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1321	4	0	BONO                          	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					4	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	0	0	0	28/08/2012 10:37	1	0	0	0	0	0	0	BONO 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1330	4	0	ISR COMPENSACION A FAVOR      	50	A	20	ISR_FAVOR*(-1)		NULL		NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	t2.ISR_FAVOR*(-1)					999	0	0	0	0		1	0		0	NULL	0	0	0	0	0	0	0	100	0	0	04/08/2011 09:42	1	0	0	0	0	0	0	ISRFA	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1331	4	0	LIQ. ISR A CARGO              	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					9990	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	04/08/2011 09:55	1	0	0	0	0	0	0	AJISR	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	#DESCEMP	"dbo.ALS_IMPDED(T1.CLA_EMPRESA,T1.CLA_TRAB,T1.CLA_PERDED,T1.FOL_MOV_NOMINA,T1.FOL_AUTO_PRE,T2.ANIO_MES_ISPT,T1.FOLIO_NOM)"	0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1332	4	0	LIQ. ISR A FAVOR              	10	A	0	1					I	0	0	0	0	1	1	0	0	1	0	0	0	1					999	0	0	1	0		0	0		0	NULL	0	0	0	0	0	0	0	100	0	0	04/08/2011 09:59	1	0	0	0	0	0	0	ISRFV	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
